Grade,Subject,Sub-Domain,Learning Outcome,Indicator
Grade 6,Math,Numbers and operations,"6-4-1-2-3 Understanding powers of whole numbers, representing and finding them, finding values of numerical expressions included it, and solving mathematical problems including real-life applications.","3. Solving mathematical problems including real-life applications of numerical expressions with powers of whole numbers, and explaining their solution."
Grade 6,Math,Numbers and operations,"6-4-1-2-4 Understanding and finding ratios, rates, percentages, and proportions, distinguishing between them, and solving mathematical problems including real-life applications.","1. Distinguishing and finding ratios and rates, and expressing them as Proper fractions in simplest form."
Grade 6,Math,Numbers and operations,"6-4-1-2-4 Understanding and finding ratios, rates, percentages, and proportions, distinguishing between them, and solving mathematical problems including real-life applications.","2. Distinguishing and finding percentages, representing them using models and diagrams,  and expressing them as decimal or Proper fractions in simplest form."
Grade 6,Math,Numbers and operations,"6-4-1-2-4 Understanding and finding ratios, rates, percentages, and proportions, distinguishing between them, and solving mathematical problems including real-life applications.","3. Distinguishing and solving proportions, and identifying proportional quantities."
Grade 6,Math,Numbers and operations,"6-4-1-2-4 Understanding and finding ratios, rates, percentages, and proportions, distinguishing between them, and solving mathematical problems including real-life applications.","4. Solving mathematical problems including real-life applications that involve ratio, rate, percentage, and proportion and explaining their solutions."
Grade 6,Math,Numbers and operations,6-4-1-2-5 Performing the four operations on Proper fractions and mixed numbers and solving mathematical problems including real-life applications,"1. Adding and subtracting like and unlike Proper fractions, and writing the result in simplest form."
Grade 6,Math,Numbers and operations,6-4-1-2-5 Performing the four operations on Proper fractions and mixed numbers and solving mathematical problems including real-life applications,"2. Adding and subtracting mixed numbers, and writing the result in simplest form."
Grade 6,Math,Numbers and operations,6-4-1-2-5 Performing the four operations on Proper fractions and mixed numbers and solving mathematical problems including real-life applications,"3. Multiplying and dividing Proper fractions, and writing the result in simplest form."
Grade 6,Math,Numbers and operations,6-4-1-2-5 Performing the four operations on Proper fractions and mixed numbers and solving mathematical problems including real-life applications,"4. Multiplying and dividing mixed numbers, and writing the result in simplest form."
Grade 6,Math,Numbers and operations,6-4-1-2-5 Performing the four operations on Proper fractions and mixed numbers and solving mathematical problems including real-life applications,"5. Solving mathematical problems up to three steps that including real-life applications on the four operations on fractions and mixed numbers, and explaining their solutions."
Grade 6,Math,Numbers and operations,"6-4-1-2-6 Performing the four arithmetic operations on decimal fractions, numbers and solving mathematical problems including real-life applications.",1. Adding and subtracting decimal fractions up to a thousand place.
Grade 6,Math,Numbers and operations,"6-4-1-2-6 Performing the four arithmetic operations on decimal fractions, numbers and solving mathematical problems including real-life applications.",2. Multiplying and dividing decimal fractions up to the hundredths place.
Grade 6,Math,Numbers and operations,"6-4-1-2-6 Performing the four arithmetic operations on decimal fractions, numbers and solving mathematical problems including real-life applications.",3. Solving mathematical problems up to three steps that involve real-life applications of the four operations on decimal fractions and explaining their solutions.
Grade 6,Math,Numbers and operations,"6-4-1-2-7 Estimating the results of the four arithmetic operations on whole numbers, Proper fractions, and decimal fractions, and using mental calculation strategies to find results, and verifying the plausibility and accuracy of the results.","1 Estimating the results of the four arithmetic operations on whole numbers, Proper fractions, mixed numbers, and decimal Proper by using rounding."
Grade 6,Math,Numbers and operations,"6-4-1-2-7 Estimating the results of the four arithmetic operations on whole numbers, Proper fractions, and decimal fractions, and using mental calculation strategies to find results, and verifying the plausibility and accuracy of the results.","2. Using mental calculation to find the results of multiplying and dividing a two-digit number by multiples of (10, 100, 1000)."
Grade 6,Math,Numbers and operations,"6-4-1-2-7 Estimating the results of the four arithmetic operations on whole numbers, Proper fractions, and decimal fractions, and using mental calculation strategies to find results, and verifying the plausibility and accuracy of the results.",3. Applying the distributive property to multiply a two-digit number by a one-digit number mentally.
Grade 6,Math,Numbers and operations,"6-4-1-2-7 Estimating the results of the four arithmetic operations on whole numbers, Proper fractions, and decimal fractions, and using mental calculation strategies to find results, and verifying the plausibility and accuracy of the results.","4. Using mental calculation to find the results of multiplying and dividing decimal fractions by multiples of (10, 100, 1000)."
Grade 6,Math,Numbers and operations,"6-4-1-2-7 Estimating the results of the four arithmetic operations on whole numbers, Proper fractions, and decimal fractions, and using mental calculation strategies to find results, and verifying the plausibility and accuracy of the results.","5. Verifying the plausibility and accuracy of the results of the four operations on whole numbers, Proper fractions, mixed numbers, and decimal fractions by using approximation or mental calculation."
Grade 6,Math,Statistics and probabilities,"6-4-4-1-1 Collecting real-word quantitative and qualitative data, organizing, representing, reading, and interpreting them.","1. Collecting real- word quantitative and qualitative data, organizing them in frequency tables, and representing them using dot plots, line graphs, and bar graphs."
Grade 6,Math,Statistics and probabilities,"6-4-4-1-1 Collecting real-word quantitative and qualitative data, organizing, representing, reading, and interpreting them.","2. Reading and interpreting data represented by dot plots, line graphs, bar graphs, and pie charts."
Grade 6,Math,Statistics and probabilities,"6-4-4-1-1 Collecting real-word quantitative and qualitative data, organizing, representing, reading, and interpreting them.",3. Comparing different data representations and determining the most appropriate representation for given data.
Grade 6,Math,Statistics and probabilities,"6-4-4-2-1 Understanding measures of central tendency and range, distinguishing between them, and finding and interpreting them.","1. Distinguishing the mean, median, mode, and range, finding them for a set of individual data values, and interpreting them in context."
Grade 6,Math,Statistics and probabilities,"6-4-4-2-1 Understanding measures of central tendency and range, distinguishing between them, and finding and interpreting them.","2. Finding the mean, median, mode, and range for represented data by dot plots and , line graphs, and interpreting them."
Grade 6,Math,Statistics and probabilities,"6-4-4-2-1 Understanding measures of central tendency and range, distinguishing between them, and finding and interpreting them.",3. Identifying outliers in a data set and describing their effect on the mean.
Grade 6,Math,Statistics and probabilities,"6-4-4-3-1 Understanding a random experiment, determining its outcomes, expressing the probabilities of their occurrence, and solving mathematical problems including real-life applications.","1. Finding all possible outcomes of a random experiment and their number by using tables, organized lists, tree diagrams, and the counting principle."
Grade 6,Math,Statistics and probabilities,"6-4-4-3-1 Understanding a random experiment, determining its outcomes, expressing the probabilities of their occurrence, and solving mathematical problems including real-life applications.","2. Distinguishing an event and expressing the probability of its occurrence using words, Proper fractions, decimal fractions, and percentages."
Grade 6,Math,Statistics and probabilities,"6-4-4-3-1 Understanding a random experiment, determining its outcomes, expressing the probabilities of their occurrence, and solving mathematical problems including real-life applications.","3. Solving mathematical problems including real-life applications of probability, explaining their solutions, and using probability to make predictions."
Grade 6,Science,Earth and Space Sciences,6-5-3-1-1 Describing the changes in the appearance of the moon during its revolution around the Earth explains the reasons for these changes,"1. Describing the apparent shape of the moon during its rotation around the earth, and naming the different phases of the moon."
Grade 6,Science,Earth and Space Sciences,6-5-3-1-1 Describing the changes in the appearance of the moon during its revolution around the Earth explains the reasons for these changes,2. Explaining the change in the apparent shape of the moon during its orbit around earth
Grade 6,Science,Earth and Space Sciences,"6-5-3-1-2 Explaining the phenomena related to the movement of the earth, the moon and the sun and the resulting",1. Explaining the importance and impact of the sun's movement on aspects of life around them.
Grade 6,Science,Earth and Space Sciences,"6-5-3-1-2 Explaining the phenomena related to the movement of the earth, the moon and the sun and the resulting","1. Explaining the phenomenon of tides, and explaining the influence of the moon in its occurrence and its geological effects."
Grade 6,Science,Earth and Space Sciences,"6-5-3-1-2 Explaining the phenomena related to the movement of the earth, the moon and the sun and the resulting","2. Explaining the occurrence of the phenomena of night and day, and the four seasons."
Grade 6,Science,Earth and Space Sciences,"6-5-3-1-2 Explaining the phenomena related to the movement of the earth, the moon and the sun and the resulting",3. Explaining the occurrence of the lunar eclipse and the solar eclipse.
Grade 6,Science,Earth and Space Sciences,"6-5-3-1-3 Concluding the effect of gravity on the movement of the solar system, galaxies and associated phenomena.","2. Describing the movement of celestial bodies in the solar system, their relationships with each other, and their effects."
Grade 6,Science,Earth and Space Sciences,"6-5-3-1-3 Concluding the effect of gravity on the movement of the solar system, galaxies and associated phenomena.","3. Distinguishing the phenomena associated with the movement of celestial bodies, and providing supporting evidence."
Grade 6,Science,Earth and Space Sciences,"6-5-3-1-3 Concluding the effect of gravity on the movement of the solar system, galaxies and associated phenomena.","4. Relating the speed of rotation and gravity between celestial bodies, and providing evidence for that"
Grade 6,Science,Earth and Space Sciences,"6-5-3-1-4 Determining the characteristics of the solar system, and comparing the solar system to the galaxy and the","1. Classifying the layers of the atmosphere and comparing them in terms of similarities and differences, and identifying some environmental problems resulting from changes in atmospheric layers."
Grade 6,Science,Earth and Space Sciences,"6-5-3-1-4 Determining the characteristics of the solar system, and comparing the solar system to the galaxy and the","2. Comparing the sun and other stars in terms of size, color and explans the relationship between a star’s color and its temperature"
Grade 6,Science,Earth and Space Sciences,"6-5-3-2-1Classifying the layers of the atmosphere and identifying their components, characteristics, changes, its effects on the environment and their benefits to humans.",2. Explaining the movement of air masses and air currents and describing their effects on Earth’s weather.
Grade 6,Science,Earth and Space Sciences,"6-5-3-2-1Classifying the layers of the atmosphere and identifying their components, characteristics, changes, its effects on the environment and their benefits to humans.","3. Identifying the causes of weather variability and their relationship to the Earth’s water cycle, and predicting their environmental impacts on weather."
Grade 6,Science,Earth and Space Sciences,"6-5-3-2-1Classifying the layers of the atmosphere and identifying their components, characteristics, changes, its effects on the environment and their benefits to humans.",4. Explaining the causes of climate change in some regions of the world and proposing multiple solutions to address the impacts and risks of weather fluctuations.
Grade 6,Science,Earth and Space Sciences,"6-5-3-2-2 Deducing the relationship of the Earth›s spheres to each other and predicting the interactions, and changes that occur between them and the geological effects resulting from them.","1. Describing the Earth's spheres and Plate tectonics, identifying the layers of the Earth that make up the lithosphere and the biosphere, and distinguishing between them."
Grade 6,Science,Earth and Space Sciences,"6-5-3-2-2 Deducing the relationship of the Earth›s spheres to each other and predicting the interactions, and changes that occur between them and the geological effects resulting from them.","1. Explaining the geological changes and processes that affect the earth's surface, classifying and locating them."
Grade 6,Science,Earth and Space Sciences,"6-5-3-2-2 Deducing the relationship of the Earth›s spheres to each other and predicting the interactions, and changes that occur between them and the geological effects resulting from them.","2. Describing how magma moves Earth's plates, using that for explaining the formation of oceans and mountains."
Grade 6,Science,Earth and Space Sciences,"6-5-3-2-2 Deducing the relationship of the Earth›s spheres to each other and predicting the interactions, and changes that occur between them and the geological effects resulting from them.","3. Identifies Earth’s natural features, including landforms and water bodies, and explains the causes of their formation."
Grade 6,Science,Earth and Space Sciences,6-5-3-2-3 Describing the factors and processes that affected the Earth›s surface which changed some of its,"1. Distinguishing mineral and its properties and describing its relationship to rocks, and how they are formed."
Grade 6,Science,Earth and Space Sciences,6-5-3-2-3 Describing the factors and processes that affected the Earth›s surface which changed some of its,2. Describing the impact of earthquakes and volcanoes in shaping the Earth's surface and changing its features.
Grade 6,Science,Earth and Space Sciences,6-5-3-2-3 Describing the factors and processes that affected the Earth›s surface which changed some of its,"3. Explaining the factors of erosion, weathering, and sedimentation and their causes, and predicting the patterns of their action and their effects on earth."
Grade 6,Science,Earth and Space Sciences,6-5-3-2-4 Describing the types of rocks and their relationship to minerals and distinguishing their characteristics and,"2. Describing the types of rocks in his area, explaining their characteristics, and their use."
Grade 6,Science,Earth and Space Sciences,6-5-3-2-4 Describing the types of rocks and their relationship to minerals and distinguishing their characteristics and,3. Explaining the geological events that the rocks were exposed to in his area.
Grade 6,Science,Earth and Space Sciences,6-5-3-2-5 Determining the causes and effects of earthquakes and volcanoes and identifying the sites most vulnerable to earthquakes and volcanoes.,1. Relating the change of the Earth's shape with the external and internal geological processes.
Grade 6,Science,Earth and Space Sciences,6-5-3-2-5 Determining the causes and effects of earthquakes and volcanoes and identifying the sites most vulnerable to earthquakes and volcanoes.,"2. Explaining the causes of earthquakes and volcanoes, anticipating the damages that result from them, and proposing solutions for prevention to limit their effects."
Grade 6,Science,Earth and Space Sciences,6-5-3-2-5 Determining the causes and effects of earthquakes and volcanoes and identifying the sites most vulnerable to earthquakes and volcanoes.,3. Determining the locations and types of earthquake monitoring stations and devices in the Kingdom of Saudi Arabia and comparing between them.
Grade 6,Science,Life Sciences,6-5-1-1-1 Describing the cell structures and linking them to their vital functions.,1.Explaining the concept of a cell and distinguishing between unicellular and multi-cellular organisms.
Grade 6,Science,Life Sciences,6-5-1-1-1 Describing the cell structures and linking them to their vital functions.,"2.Identifying and naming structures in the cell (nucleus, cytoplasm, cell membrane, cell wall)."
Grade 6,Science,Life Sciences,6-5-1-1-1 Describing the cell structures and linking them to their vital functions.,3.Linking between cellular structures and their specific functions.
Grade 6,Science,Life Sciences,6-5-1-1-2 Identifying the major structural and func-tional differences between animal and plant cells.,"1.Comparing between the cell membrane in animal cells and the cell wall in plant cells, and their functions."
Grade 6,Science,Life Sciences,6-5-1-1-2 Identifying the major structural and func-tional differences between animal and plant cells.,2.Identifying chloroplasts in plant cells and determining its function.
Grade 6,Science,Life Sciences,6-5-1-1-2 Identifying the major structural and func-tional differences between animal and plant cells.,"3.Describing how animal and plant cells performs biological processes (passive transport, diffusion, photosynthesis, cellular respiration)"
Grade 6,Science,Life Sciences,6-5-1-1-3 Identifying the main body systems and their specialized organs and linking them to their func-tions that supports growth and survival of living organ-isms (plants and animals).,"1.Identifying the main systems in animal's body and its specialized organs, and link-ing them to their functions that helps them grow and survive (digestive, circulato-ry, excretory, respiratory, skeletal, muscular, and nervous)."
Grade 6,Science,Life Sciences,6-5-1-1-3 Identifying the main body systems and their specialized organs and linking them to their func-tions that supports growth and survival of living organ-isms (plants and animals).,"2.Identifying basic plant structures and relating them to specific functions that sup-port plant growth and survival. (root, stem, leaves and flowers)."
Grade 6,Science,Life Sciences,"6-5-1-1-4 Describing the different patterns in the life cycles of animals and plants and the changes accom-panying them, and comparing them.","1.Describing the different patterns in life cycles of different animals (insects, am-phibians, and mammals) and different plants, and comparing them."
Grade 6,Science,Life Sciences,"6-5-1-1-4 Describing the different patterns in the life cycles of animals and plants and the changes accom-panying them, and comparing them.",2.Describing the changes that occur to animals and plants during life cycles and predict them based on the pattern of reproduction and the life cycle.
Grade 6,Science,Life Sciences,6-5-1-2-1 Classifying living organisms into groups based on common phenotypic traits.,1.Classifying different plants from the local environment into two groups (gymno-sperms and angiosperms); and comparing them according to their similarities and differences in phenotypic traits and characteristics.
Grade 6,Science,Life Sciences,6-5-1-2-1 Classifying living organisms into groups based on common phenotypic traits.,2.Determining the common characteristics and traits of various animals in order to justify their classification within specific groups.
Grade 6,Science,Life Sciences,6-5-1-2-1 Classifying living organisms into groups based on common phenotypic traits.,3.Classifying animals and microorganisms from local environment into groups based on common phenotypic characteristics.
Grade 6,Science,Life Sciences,"6-5-1-3-1 Representing biological communities and identifying types of population that lives in it, describ-ing the interrelationships among them, and their inter-action with the abiotic components, and the impact of biological communities changes on their survival and sustainability.","1.Describing the biological community and the types of population and living or-ganisms that live in it, and their ability to survive in their habitats through the avail-ability of the necessities of life."
Grade 6,Science,Life Sciences,"6-5-1-3-1 Representing biological communities and identifying types of population that lives in it, describ-ing the interrelationships among them, and their inter-action with the abiotic components, and the impact of biological communities changes on their survival and sustainability.","2.Identifying the interrelationships among living organisms, and their interaction with the abiotic components of their habitats to obtain their needs."
Grade 6,Science,Life Sciences,"6-5-1-3-1 Representing biological communities and identifying types of population that lives in it, describ-ing the interrelationships among them, and their inter-action with the abiotic components, and the impact of biological communities changes on their survival and sustainability.",3.Describing the effect of different changes in biological communities on the surviv-al and sustainability of different species.
Grade 6,Science,Life Sciences,"6-5-1-3-2 Describing the components of the ecosystem and explaining the impact of the availability of different resources in ecosystems on the survival and sustainability of living organisms, and proposing solutions to problems that affect the stability of the ecosystem.","1. Describing the biotic and abiotic components of ecosystems and their interaction to provide the needs of living organisms, and its impact on the survival and stability of the ecosystem."
Grade 6,Science,Life Sciences,"6-5-1-3-2 Describing the components of the ecosystem and explaining the impact of the availability of different resources in ecosystems on the survival and sustainability of living organisms, and proposing solutions to problems that affect the stability of the ecosystem.",2. Determining the causes of changes in habitats and their impact on plants and animals that lives there.
Grade 6,Science,Life Sciences,"6-5-1-3-2 Describing the components of the ecosystem and explaining the impact of the availability of different resources in ecosystems on the survival and sustainability of living organisms, and proposing solutions to problems that affect the stability of the ecosystem.","3. Identifying problems that results from changes in habitats, and provide evidence on the efficiency of solutions to restore ecological balance."
Grade 6,Science,Life Sciences,"6-5-1-3-3 Representing the relationships between living organisms in which matter is circulated in the ecosystem, and identifying the relationship between plants and energy obtained from the sun to produce food.","1. Clarifying the cycle of matter between living organisms, and the transfer of energy in the ecosystem through food chain, and classify their different roles (producer, consumer, predator, decomposer)"
Grade 6,Science,Life Sciences,"6-5-1-3-3 Representing the relationships between living organisms in which matter is circulated in the ecosystem, and identifying the relationship between plants and energy obtained from the sun to produce food.",2. Classifying living organisms into (autotrophic - heterotrophic).
Grade 6,Science,Life Sciences,"6-5-1-3-3 Representing the relationships between living organisms in which matter is circulated in the ecosystem, and identifying the relationship between plants and energy obtained from the sun to produce food.",3. Explaining the process of photosynthesis and its role in determining the relationship between plants and the energy obtained from the sun to produce food.
Grade 6,Science,Life Sciences,6-5-1-3-4 Describing the effect of environmental changes on plants and animals that live in specific environments. Inferring how behavioral and structural adaptations can help plants and animals survive in their habitats,1. Identifying the physical factors that affect the survival of plants and animals in specific habitats
Grade 6,Science,Life Sciences,6-5-1-3-4 Describing the effect of environmental changes on plants and animals that live in specific environments. Inferring how behavioral and structural adaptations can help plants and animals survive in their habitats,2. Predicting the changes that will happen to living organisms as a result of  of changes in their environments.
Grade 6,Science,Life Sciences,6-5-1-3-4 Describing the effect of environmental changes on plants and animals that live in specific environments. Inferring how behavioral and structural adaptations can help plants and animals survive in their habitats,3. Describing how structural and behavioral adaptations can help plants and animals live and survive in specific habitats.
Grade 6,Science,Life Sciences,6-5-1-3-4 Describing the effect of environmental changes on plants and animals that live in specific environments. Inferring how behavioral and structural adaptations can help plants and animals survive in their habitats,4. Describing the climatic conditions in different environments and their impact on living organisms.
Grade 6,Science,Life Sciences,"6-5-1-3-5 Inferring the impact of human activity on environmental habitats and populations, and predicting its effect, proposing solutions for their protection","1. Explaining human interaction with environments, and inferring the positive and negative impact of human activities on the environmental habitats and populations."
Grade 6,Science,Life Sciences,"6-5-1-3-5 Inferring the impact of human activity on environmental habitats and populations, and predicting its effect, proposing solutions for their protection",2. Identifying natural environmental events of the Kingdom of Saudi Arabia and predicting their positive and negative impacts.
Grade 6,Science,Life Sciences,"6-5-1-3-5 Inferring the impact of human activity on environmental habitats and populations, and predicting its effect, proposing solutions for their protection",3. Proposing solutions to protect the earth's resources and preserve the environment.
Grade 6,Science,Life Sciences,"6-5-1-4-1 Identifying the inheritance of traits, explaining the variation in them, tracing their transmission from one generation to the next, distinguishing their types (dominant and recessive), and clarifying the impact of the environment on them.",1. Clarifying that variation in inherited traits results from a pattern of variation between inherited traits in living organisms of the same species.
Grade 6,Science,Life Sciences,"6-5-1-4-1 Identifying the inheritance of traits, explaining the variation in them, tracing their transmission from one generation to the next, distinguishing their types (dominant and recessive), and clarifying the impact of the environment on them.",2. Applying a pedigree chart to track the transmission of inherited traits from parents to offspring
Grade 6,Science,Life Sciences,"6-5-1-4-1 Identifying the inheritance of traits, explaining the variation in them, tracing their transmission from one generation to the next, distinguishing their types (dominant and recessive), and clarifying the impact of the environment on them.","3. Comparing dominant and recessive traits, identifying the letter symbols for each of them, and providing examples."
Grade 6,Science,Life Sciences,"6-5-1-4-1 Identifying the inheritance of traits, explaining the variation in them, tracing their transmission from one generation to the next, distinguishing their types (dominant and recessive), and clarifying the impact of the environment on them.",4. Distinguishing genetic traits from acquired traits and comparing them.
Grade 6,Science,Life Sciences,"6-5-1-4-1 Identifying the inheritance of traits, explaining the variation in them, tracing their transmission from one generation to the next, distinguishing their types (dominant and recessive), and clarifying the impact of the environment on them.","5. Identifying some of the environmental factors that affect the acquired traits of animals and plants (the amount of food, the amount of water, the amount of animal movement), and identifying the traits that are affected by environmental factors (height, weight, and color)."
Grade 6,Science,Physical Sciences,"6-5-2-1-1 Exploring the physical properties of matter, distinguishing the molecular structure of its different states, and explaining the change of matter states due to heat.",1. Explaining the changes in the composition and properties of matter as a result of a chemical reaction. Concluding that the mass of the substance remains preserved during the chemical reaction and when forming mixtures.
Grade 6,Science,Physical Sciences,"6-5-2-1-1 Exploring the physical properties of matter, distinguishing the molecular structure of its different states, and explaining the change of matter states due to heat.","2. Distinguishing the different materials in terms of the physical properties of the substance that can be calculated or measured, such as mass, volume, density, buoyancy, color and boiling point"
Grade 6,Science,Physical Sciences,"6-5-2-1-1 Exploring the physical properties of matter, distinguishing the molecular structure of its different states, and explaining the change of matter states due to heat.","3. Comparing between conductors and insulators in terms of their physical properties, supported by examples"
Grade 6,Science,Physical Sciences,"6-5-2-1-1 Exploring the physical properties of matter, distinguishing the molecular structure of its different states, and explaining the change of matter states due to heat.","4. Comparing, through models, the states of matter (solid, liquid, and gas), and in terms of movement and forces of attraction between molecules, and the effect of that on the shape and size of matter."
Grade 6,Science,Physical Sciences,"6-5-2-1-1 Exploring the physical properties of matter, distinguishing the molecular structure of its different states, and explaining the change of matter states due to heat.",5. Explaining the changes of matter due to the effect of heat.
Grade 6,Science,Physical Sciences,"6-5-2-1-2 Distinguishing between compounds and mixtures and their types, explaining chemical changes of matter and the related concepts and methods, and comparing the masses of substances when their properties change based on the law of conservation of mass.","1. Defining the chemical bond, explaining its role in changing the properties of a chemical substance, and identifying indicators of a chemical reaction occurrence."
Grade 6,Science,Physical Sciences,"6-5-2-1-2 Distinguishing between compounds and mixtures and their types, explaining chemical changes of matter and the related concepts and methods, and comparing the masses of substances when their properties change based on the law of conservation of mass.","2. Distinguishing between a mixture and a compound, enumerating the types of mixtures, distinguishing them, and giving examples of each type."
Grade 6,Science,Physical Sciences,"6-5-2-1-2 Distinguishing between compounds and mixtures and their types, explaining chemical changes of matter and the related concepts and methods, and comparing the masses of substances when their properties change based on the law of conservation of mass.","3. Defining the solution, identifying its parts, and describing the concentration of the solution in terms of quality (concentrated, dilute) or in terms of quantity (saturated, unsaturated)."
Grade 6,Science,Physical Sciences,"6-5-2-1-2 Distinguishing between compounds and mixtures and their types, explaining chemical changes of matter and the related concepts and methods, and comparing the masses of substances when their properties change based on the law of conservation of mass.",4. Explaining the concept of solubility and gives the factors affecting it.
Grade 6,Science,Physical Sciences,"6-5-2-1-2 Distinguishing between compounds and mixtures and their types, explaining chemical changes of matter and the related concepts and methods, and comparing the masses of substances when their properties change based on the law of conservation of mass.","5. Distinguishing between the physical methods used to separate the components of a mixture or solution, and providing examples. Describing the process of distillation and identifying some of its industrial applications."
Grade 6,Science,Physical Sciences,"6-5-2-1-3 Explaining chemical bonding, describing chemical reactions, their indicators and types, and the factors affecting the rate of reaction.",1. Defining the chemical property and classifying the chemical elements; according to its chemical properties.
Grade 6,Science,Physical Sciences,"6-5-2-1-3 Explaining chemical bonding, describing chemical reactions, their indicators and types, and the factors affecting the rate of reaction.","2. Describing the chemical change (reaction) using the chemical equation, fulfilling the law of conservation of mass. Identifying the atoms of the elements of the reactants and products in the chemical equation, and their ratios."
Grade 6,Science,Physical Sciences,"6-5-2-1-3 Explaining chemical bonding, describing chemical reactions, their indicators and types, and the factors affecting the rate of reaction.","3. Classifying chemical reactions and gives examples of each type, and explains the factors affecting the rate of a chemical reaction from a variety of chemical reactions."
Grade 6,Science,Physical Sciences,"6-5-2-1-3 Explaining chemical bonding, describing chemical reactions, their indicators and types, and the factors affecting the rate of reaction.",4. Distinguishing between endothermic and exothermic reactions and gives examples of each
Grade 6,Science,Physical Sciences,"6-5-2-1-4 Exploring the chemical properties of materials, and distinguishing between the interactions of acids and bases, their chemical properties, and their uses.",2. Distinguishing between acids and bases and give examples of each type.
Grade 6,Science,Physical Sciences,"6-5-2-1-4 Exploring the chemical properties of materials, and distinguishing between the interactions of acids and bases, their chemical properties, and their uses.","3. Listing the uses of acids and bases according to their properties, identify the reagents, give examples of them, and explain how to detect acids and bases through them."
Grade 6,Science,Physical Sciences,"6-5-2-1-4 Exploring the chemical properties of materials, and distinguishing between the interactions of acids and bases, their chemical properties, and their uses.","4. Defining the pH, determining the values of solutions of some acidic, basic, or neutral substances, and classifies them."
Grade 6,Science,Physical Sciences,"6-5-2-1-4 Exploring the chemical properties of materials, and distinguishing between the interactions of acids and bases, their chemical properties, and their uses.","5. Explaining what is meant by the neutralization reaction between an acid and a base to form a salt, and name some types of salts, and their properties and uses"
Grade 6,Science,Physical Sciences,6-5-2-2-1 Describing the concept of force and distinguishing between different types,1. Determining the relationship of distance to motion and explaining how the position of an object can be determined using a reference point.
Grade 6,Science,Physical Sciences,6-5-2-2-1 Describing the concept of force and distinguishing between different types,2. Distinguishing between balanced and unbalanced forces and describing their effects on motion.
Grade 6,Science,Physical Sciences,6-5-2-2-1 Describing the concept of force and distinguishing between different types,"3. Distinguishing between types of forces based on their causes (gravity, friction, and magnetism)."
Grade 6,Science,Physical Sciences,6-5-2-2-2 Understanding Newton›s three laws of motion and using them to explain body motion,"1. Explaining the relationship between gravitational force and the weights of objects, and identifying the factors that affect it."
Grade 6,Science,Physical Sciences,6-5-2-2-2 Understanding Newton›s three laws of motion and using them to explain body motion,"2. Define velocity and its unit, calculating velocity by knowing distance and time, and distinguishing between speed and velocity."
Grade 6,Science,Physical Sciences,6-5-2-2-2 Understanding Newton›s three laws of motion and using them to explain body motion,"3. Defining acceleration and its unit, calculating acceleration by knowing the change in velocity and time, and showing the effect of changing the direction of movement on acceleration."
Grade 6,Science,Physical Sciences,6-5-2-2-2 Understanding Newton›s three laws of motion and using them to explain body motion,4. Explaining Newton's three laws of motion and their real life applications.
Grade 6,Science,Physical Sciences,"6-5-2-2-3 Explaining the factors affecting types of forces, such as gravitational force, friction, and magnetism.",1. Explaining the concept of energy and work based on their role and impact on bodies.
Grade 6,Science,Physical Sciences,"6-5-2-2-3 Explaining the factors affecting types of forces, such as gravitational force, friction, and magnetism.","2. Explaining how frictional force is generated and the factors affecting its magnitude, and explaining the effect of air resistance on the motion of objects."
Grade 6,Science,Physical Sciences,"6-5-2-3-1 Understanding the concept of energy and work, distinguishing between them, and giving real life examples .",2. Explaining the concept of potential energy and kinetic energy and their relationship to body movement.
Grade 6,Science,Physical Sciences,"6-5-2-3-1 Understanding the concept of energy and work, distinguishing between them, and giving real life examples .","3. Selectsing the simple machine that facilitates completing a task from among different machines, and provides examples of the benefits of simple machines in everyday life"
Grade 6,Science,Physical Sciences,6-5-2-3-2 Understanding the principle of energy conservation during its transformations and apply it in daily life.,1. Describing how energy is transferred from one place to another in its surroundings and between objects and systems.
Grade 6,Science,Physical Sciences,6-5-2-3-2 Understanding the principle of energy conservation during its transformations and apply it in daily life.,1. Explaining the concept of wave and representing it graphically.
Grade 6,Science,Physical Sciences,"6-5-2-4-1 Describing waves, distinguishing between their properties theoretically and graphically, and predicting their movement.",2. Distinguishing between the properties of sound and light waves theoretically and graphically.
Grade 6,Science,Physical Sciences,"6-5-2-4-1 Describing waves, distinguishing between their properties theoretically and graphically, and predicting their movement.",3. Predicting the movement of the wave when exposed to some natural influences.
Grade 6,Science,Physical Sciences,"6-5-2-4-1 Describing waves, distinguishing between their properties theoretically and graphically, and predicting their movement.",4. Describing the transmission of sound and light as waves through material media and space and distinguishing between them.
Grade 6,Science,Physical Sciences,"6-5-2-4-2 Understanding the concepts of reflection and refraction of light, transmission of sound, and explaining their role in interaction and communication in the surrounding environment.",1. Explaining the concept of electric charge and explaining the attraction and repulsion of charged bodies theoretically and graphically.
Grade 6,Science,Physical Sciences,"6-5-2-4-2 Understanding the concepts of reflection and refraction of light, transmission of sound, and explaining their role in interaction and communication in the surrounding environment.",2. Explaining the eye's vision of the objects and colors around it.
Grade 6,Science,Physical Sciences,"6-5-2-4-2 Understanding the concepts of reflection and refraction of light, transmission of sound, and explaining their role in interaction and communication in the surrounding environment.",3. Describing the transmission of sound by absorbing or reflecting it through different media and objects.
